idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
156,2019/12/4 11:24:20,184秒,样本服务,,4,3,4,3,3,4,3,4,3,4,4,3,3,4,3,4,4,3,4,3,3,4,73,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,20,21,18,14
157,2019/12/4 11:26:07,130秒,样本服务,,3,3,2,2,4,3,4,2,4,3,4,4,3,2,2,1,1,2,3,4,2,1,56,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,18,20,8,10
158,2019/12/4 11:26:10,188秒,样本服务,,4,3,3,3,4,2,4,4,3,4,4,3,4,1,1,2,1,2,1,2,3,1,55,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,22,7,7
159,2019/12/4 11:27:38,294秒,样本服务,,1,4,3,3,3,4,4,4,3,3,4,3,3,2,1,2,1,1,1,2,2,3,56,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,21,20,7,8
160,2019/12/4 11:28:58,117秒,样本服务,,3,4,3,3,4,4,4,3,4,4,3,4,4,3,3,3,2,3,2,3,1,2,66,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,22,22,14,8
161,2019/12/4 11:32:44,270秒,样本服务,,5,3,4,3,3,2,3,4,4,3,4,3,4,3,3,3,2,2,1,3,2,2,61,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,18,22,13,8
162,2019/12/4 11:33:02,139秒,样本服务,,5,4,4,2,3,3,4,4,4,4,4,3,4,3,3,3,2,3,2,4,3,3,69,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,23,14,12
163,2019/12/4 11:33:54,571秒,样本服务,,5,2,4,3,2,2,3,4,4,2,4,3,4,4,2,3,4,2,2,4,3,4,65,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,16,21,15,13
164,2019/12/4 11:36:21,147秒,样本服务,,4,3,4,3,4,2,3,3,4,3,4,4,3,2,3,4,1,3,2,1,2,1,59,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,21,13,6
165,2019/12/4 11:37:51,117秒,样本服务,,5,3,4,3,4,3,3,4,4,3,4,3,3,4,4,3,2,4,3,3,4,3,71,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,21,17,13
166,2019/12/4 11:38:26,135秒,样本服务,,1,2,1,2,1,2,1,2,1,2,4,3,1,2,3,2,1,1,2,3,1,2,39,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,9,13,9,8
167,2019/12/4 11:38:56,119秒,样本服务,,1,4,3,2,4,3,2,4,3,3,4,3,2,2,2,2,3,3,2,4,4,3,62,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,18,19,12,13
168,2019/12/4 11:39:06,119秒,样本服务,,2,4,3,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,78,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,22,22,19,15
169,2019/12/4 11:40:06,118秒,样本服务,,1,2,1,2,3,2,2,2,1,1,4,1,2,2,1,2,2,1,2,2,1,2,38,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,12,11,8,7
170,2019/12/4 11:40:09,164秒,样本服务,,4,2,3,2,3,3,3,3,2,3,4,2,3,2,1,2,1,1,1,2,1,3,47,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,16,17,7,7
171,2019/12/4 11:41:00,116秒,样本服务,,2,3,4,2,2,2,3,3,4,4,3,3,4,2,3,3,2,2,1,1,2,3,56,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,16,21,12,7
172,2019/12/4 11:41:04,116秒,样本服务,,4,2,2,1,2,2,3,4,2,2,3,2,4,2,2,3,1,1,1,2,1,1,43,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,12,17,9,5
173,2019/12/4 11:41:14,127秒,样本服务,,3,2,3,1,2,4,2,4,3,4,1,3,4,2,3,2,1,3,1,2,2,1,50,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,14,19,11,6
174,2019/12/4 11:41:35,143秒,样本服务,,5,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,2,2,3,2,2,2,66,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,24,13,9
175,2019/12/4 11:42:21,122秒,样本服务,,1,3,3,2,2,4,1,4,3,2,4,2,4,2,1,4,3,4,1,3,1,3,56,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,15,19,14,8
176,2019/12/4 11:43:33,141秒,样本服务,,3,4,3,4,3,3,3,4,4,3,3,4,3,4,3,3,3,4,3,4,3,4,72,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,20,21,17,14
177,2019/12/4 11:43:50,970秒,样本服务,,1,1,3,3,2,4,3,4,4,3,2,2,4,4,3,3,2,3,1,3,3,2,59,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,16,19,15,9
178,2019/12/4 11:44:11,117秒,样本服务,,2,3,4,3,4,4,3,4,3,4,4,4,3,3,4,4,3,4,4,3,3,4,75,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,21,22,18,14
179,2019/12/4 11:44:31,125秒,样本服务,,5,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,73,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,22,24,16,11
180,2019/12/4 11:45:11,117秒,样本服务,,3,3,4,3,3,4,3,3,4,3,4,4,3,3,4,3,3,4,3,4,3,4,72,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,20,21,17,14
181,2019/12/4 11:45:20,116秒,样本服务,,1,2,3,2,3,1,3,2,1,1,3,2,4,4,2,1,1,2,4,4,2,3,50,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,14,13,10,13
182,2019/12/4 11:45:27,129秒,样本服务,,4,2,3,2,2,1,4,3,3,4,4,4,4,3,3,4,2,3,3,4,3,2,63,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,14,22,15,12
183,2019/12/4 11:45:30,304秒,样本服务,,2,2,3,2,3,3,4,4,4,3,4,2,3,3,4,4,1,3,2,3,3,1,61,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,17,20,15,9
184,2019/12/4 11:55:18,118秒,样本服务,,3,4,3,3,4,3,3,4,4,4,3,3,4,3,3,3,1,2,1,2,2,3,62,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,20,22,12,8
185,2019/12/4 11:57:04,157秒,样本服务,,2,2,2,2,1,2,3,3,3,2,3,4,3,3,2,3,1,1,1,3,2,1,47,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,12,18,10,7
186,2019/12/4 11:58:23,117秒,样本服务,,4,3,1,2,3,4,2,4,4,3,4,3,4,3,4,4,1,2,1,2,1,2,57,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,15,22,14,6
187,2019/12/4 11:59:15,221秒,样本服务,,4,3,3,1,2,2,3,3,2,2,4,3,3,2,2,2,1,2,2,2,2,2,48,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,14,17,9,8
188,2019/12/4 12:02:12,137秒,样本服务,,5,3,4,3,4,3,2,4,3,3,4,4,2,3,3,4,3,4,3,4,3,4,70,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,19,20,17,14
189,2019/12/4 12:02:54,139秒,样本服务,,4,3,4,3,4,2,3,3,2,4,2,3,2,1,3,4,3,3,4,3,2,3,61,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,16,14,12
190,2019/12/4 12:03:28,117秒,样本服务,,3,3,4,1,4,3,3,4,4,4,3,2,4,2,3,3,1,3,1,2,2,1,57,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,18,21,12,6
191,2019/12/4 12:03:39,252秒,样本服务,,3,2,2,1,2,1,1,2,2,1,3,2,3,2,2,2,2,1,2,2,1,1,37,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,9,13,9,6
192,2019/12/4 12:04:04,235秒,样本服务,,2,1,2,3,2,3,3,4,3,3,4,3,3,4,2,3,1,2,1,3,2,1,53,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,14,20,12,7
193,2019/12/4 12:05:24,128秒,样本服务,,2,1,3,1,2,2,4,3,3,3,4,3,3,3,4,3,2,3,2,3,3,1,56,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,13,19,15,9
194,2019/12/4 12:06:55,122秒,样本服务,,1,2,2,3,3,2,4,3,3,3,2,3,2,3,2,3,2,3,4,3,3,4,59,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,16,16,13,14
195,2019/12/4 12:08:08,319秒,样本服务,,5,3,4,3,3,3,4,3,4,4,2,3,4,3,3,3,2,2,2,3,3,3,64,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,20,13,11
196,2019/12/4 12:08:43,118秒,样本服务,,2,3,2,3,3,4,4,3,3,4,2,3,4,2,3,4,2,2,2,3,3,3,62,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,19,19,13,11
197,2019/12/4 12:10:04,124秒,样本服务,,5,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,74,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,22,24,16,12
198,2019/12/4 12:11:10,168秒,样本服务,,3,1,1,1,1,2,2,1,2,2,4,1,1,1,2,2,1,1,1,1,1,1,30,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,8,11,7,4
199,2019/12/4 12:15:23,121秒,样本服务,,4,4,4,2,2,4,3,4,4,3,4,3,4,2,2,4,1,3,2,3,3,4,65,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,22,12,12
200,2019/12/4 12:16:11,410秒,样本服务,,3,3,4,2,3,1,3,4,3,4,2,3,4,2,1,3,1,4,2,1,2,1,53,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,16,20,11,6
201,2019/12/4 12:18:54,124秒,样本服务,,2,1,4,3,1,1,4,4,4,4,3,4,3,4,3,4,1,1,1,4,1,1,56,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,14,22,13,7
202,2019/12/4 16:54:44,159秒,样本服务,,1,4,2,1,2,3,4,4,4,3,4,4,3,4,4,3,1,2,4,4,2,4,66,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,16,22,14,14
203,2019/12/4 16:54:47,117秒,样本服务,,5,4,4,2,3,2,4,4,4,4,3,4,3,2,3,4,2,3,1,3,1,2,62,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,19,22,14,7
204,2019/12/4 16:55:28,138秒,样本服务,,4,1,3,2,1,1,4,3,3,4,4,3,4,3,2,3,1,1,1,1,1,1,47,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,12,21,10,4
205,2019/12/4 16:56:35,118秒,样本服务,,1,3,3,2,3,4,4,4,4,3,4,3,4,3,1,1,2,2,1,3,4,2,60,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,19,22,9,10
206,2019/12/4 16:58:07,203秒,样本服务,,5,2,2,1,3,3,2,3,4,3,4,3,4,3,2,3,3,4,2,2,3,3,59,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,13,21,15,10
207,2019/12/4 16:59:17,122秒,样本服务,,3,2,3,3,2,3,3,2,2,4,2,4,1,2,3,4,3,2,1,2,3,4,55,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,16,15,14,10
208,2019/12/4 17:00:07,169秒,样本服务,,2,3,2,2,3,2,4,4,4,3,4,3,4,2,1,2,1,2,1,2,4,3,56,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,16,22,8,10
209,2019/12/4 17:00:12,129秒,样本服务,,4,1,4,4,4,4,3,3,4,4,2,4,3,4,4,3,2,1,1,1,2,1,59,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,20,20,14,5
210,2019/12/4 17:02:46,207秒,样本服务,,1,3,4,3,4,3,2,3,4,4,2,2,3,4,4,3,4,2,3,4,4,2,67,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,19,18,17,13
1,2020/3/21 22:57:50,195秒,微信,,2,2,2,1,2,1,3,3,4,2,1,2,3,1,1,1,1,1,1,3,2,2,39,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,11,15,5,8
2,2020/3/21 23:08:13,183秒,微信,,2,2,4,2,2,2,4,3,3,2,4,2,4,2,2,2,2,3,2,2,2,4,55,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,16,18,11,10
3,2020/3/21 23:47:35,860秒,微信,,2,2,3,2,2,2,3,2,2,3,4,2,2,2,2,2,1,2,3,3,2,1,47,#聚焦赣州#【[心]爸妈在哪里？崇义文昌塔旁发现的小男孩至今还在福利院】8月17日，一则“崇义县横水派出所民警在文昌塔附近一脐橙园树下，发现一名哭泣的小男孩至今无人认领”的消息，在微信朋友圈广泛转发，文章中还附有几张小男孩的照片。当日下午，记者了解到，目前小男孩经医院检查无碍后已被送往...全文： http://m.weibo.cn/1970239225/4009774025014136,HLT,sadness,14,15,9,9
