idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
157,2019/12/4 11:26:31,138秒,样本服务,,1,3,3,2,3,2,3,2,3,4,3,3,3,3,4,3,3,3,2,3,3,3,61,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,16,18,16,11
158,2019/12/4 11:31:09,120秒,样本服务,,3,3,4,2,3,2,4,3,4,3,4,4,3,4,3,2,2,3,1,3,2,1,60,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,18,21,14,7
159,2019/12/4 11:31:30,253秒,样本服务,,3,4,4,3,3,3,4,3,4,4,3,3,4,2,1,3,2,3,2,2,1,3,61,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,21,21,11,8
160,2019/12/4 11:33:15,143秒,样本服务,,1,4,2,2,4,3,2,3,3,4,2,4,4,1,1,2,2,3,4,4,2,3,59,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,17,20,9,13
161,2019/12/4 11:33:52,117秒,样本服务,,4,2,2,1,3,1,3,4,4,2,4,1,4,1,2,3,2,1,2,4,3,1,50,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,12,19,9,10
162,2019/12/4 11:35:55,181秒,样本服务,,1,1,2,1,2,1,1,2,2,3,3,2,1,2,1,2,1,2,2,1,1,2,35,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,8,13,8,6
163,2019/12/4 11:35:58,117秒,样本服务,,5,3,3,2,3,3,4,4,4,4,3,4,4,3,3,4,2,2,2,2,2,3,64,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,18,23,14,9
164,2019/12/4 11:36:45,116秒,样本服务,,4,3,2,4,1,3,2,4,1,2,3,2,4,1,2,3,1,2,3,1,3,2,49,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,15,16,9,9
165,2019/12/4 11:38:00,120秒,样本服务,,3,3,2,3,3,3,4,3,3,4,2,3,4,3,2,3,2,3,2,2,2,1,57,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,18,19,13,7
166,2019/12/4 11:39:57,358秒,样本服务,,4,4,4,2,4,3,2,4,2,3,4,2,2,2,3,3,1,2,2,1,2,2,54,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,17,11,7
167,2019/12/4 11:42:22,262秒,样本服务,,4,4,2,2,3,3,3,4,3,4,3,4,3,4,3,3,2,3,2,2,3,2,62,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,17,21,15,9
168,2019/12/4 11:42:51,208秒,样本服务,,2,3,3,3,2,4,3,3,3,2,3,4,2,2,1,2,2,1,1,2,1,2,49,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,18,17,8,6
169,2019/12/4 11:43:03,137秒,样本服务,,1,3,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,3,2,3,3,63,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,17,19,16,11
170,2019/12/4 11:46:24,117秒,样本服务,,2,1,3,2,1,1,2,1,2,3,4,2,1,1,2,1,1,2,1,2,2,1,36,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,10,13,7,6
171,2019/12/4 11:47:31,118秒,样本服务,,5,2,1,2,1,1,2,3,3,4,4,2,4,2,2,1,1,1,1,2,3,3,45,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,9,20,7,9
172,2019/12/4 11:48:30,121秒,样本服务,,1,1,3,1,2,2,1,2,2,1,4,2,1,1,1,2,2,1,1,2,2,1,35,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,10,12,7,6
173,2019/12/4 11:48:41,118秒,样本服务,,5,3,3,2,3,2,2,3,4,4,3,4,3,4,1,2,1,1,2,3,2,3,55,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,15,21,9,10
174,2019/12/4 11:49:51,200秒,样本服务,,2,2,3,2,2,1,3,3,4,3,4,3,4,3,3,3,2,3,2,2,1,2,55,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,13,21,14,7
175,2019/12/4 11:50:03,144秒,样本服务,,1,3,4,2,3,3,2,3,4,4,3,2,3,2,4,3,1,2,1,3,3,4,59,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,17,19,12,11
176,2019/12/4 11:50:11,157秒,样本服务,,3,2,3,2,3,2,3,2,2,3,4,2,2,2,3,3,2,1,2,3,3,2,51,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,15,15,11,10
177,2019/12/4 11:51:43,117秒,样本服务,,5,2,3,2,2,3,2,4,4,3,3,4,4,3,2,2,1,2,3,2,1,2,54,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,14,22,10,8
178,2019/12/4 11:52:59,252秒,样本服务,,3,3,4,2,3,1,3,3,4,4,4,3,3,2,1,2,2,1,1,2,3,1,52,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,16,21,8,7
179,2019/12/4 11:54:17,205秒,样本服务,,5,3,4,3,3,2,4,4,3,4,4,3,4,3,3,4,2,3,2,2,3,2,65,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,19,22,15,9
180,2019/12/4 11:55:46,361秒,样本服务,,4,2,2,2,3,3,2,3,2,3,4,1,4,2,2,1,1,3,1,3,1,1,46,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,14,17,9,6
181,2019/12/4 11:58:44,206秒,样本服务,,3,3,2,2,3,2,2,4,4,3,3,3,3,2,1,1,1,1,1,1,1,2,45,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,14,20,6,5
182,2019/12/4 11:59:31,122秒,样本服务,,4,3,3,2,3,2,2,2,4,3,4,4,4,2,2,2,2,3,2,2,2,2,55,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,15,21,11,8
183,2019/12/4 11:59:32,117秒,样本服务,,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,36,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,10,10,9,7
184,2019/12/4 12:03:43,125秒,样本服务,,2,3,4,3,4,3,4,3,4,2,3,4,3,4,3,4,3,4,2,3,4,3,70,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,21,19,18,12
185,2019/12/4 12:06:11,146秒,样本服务,,2,4,3,3,4,4,2,3,4,3,4,3,4,2,2,3,2,4,2,3,3,2,64,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,20,21,13,10
186,2019/12/4 12:07:09,200秒,样本服务,,1,3,2,3,3,2,2,3,2,2,4,3,2,3,3,3,1,3,2,3,3,3,55,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,15,16,13,11
187,2019/12/4 12:09:09,189秒,样本服务,,5,4,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,73,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,21,20,18,14
188,2019/12/4 12:09:33,263秒,样本服务,,2,2,3,2,2,3,3,4,4,3,3,4,4,3,3,2,3,2,1,3,2,3,59,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,15,22,13,9
189,2019/12/4 12:09:35,133秒,样本服务,,4,1,2,3,2,4,3,4,3,4,2,3,4,4,3,2,4,3,2,3,4,3,63,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,15,20,16,12
190,2019/12/4 12:10:59,117秒,样本服务,,1,1,1,2,1,1,1,2,1,2,4,1,2,2,2,1,1,2,1,1,1,1,31,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,7,12,8,4
191,2019/12/4 12:11:24,118秒,样本服务,,1,3,2,3,2,3,4,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,55,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,17,15,13,10
192,2019/12/4 12:11:59,239秒,样本服务,,3,4,2,4,4,3,4,2,3,1,2,3,1,4,2,4,1,3,3,4,1,2,57,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,21,12,14,10
193,2019/12/4 12:13:06,172秒,样本服务,,2,4,3,2,1,2,3,3,3,2,4,3,2,2,2,2,1,2,2,1,1,2,47,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,15,17,9,6
194,2019/12/4 12:13:07,371秒,样本服务,,1,1,3,2,1,2,1,1,2,1,3,2,2,1,2,1,2,1,2,1,2,1,34,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,10,11,7,6
195,2019/12/4 12:13:09,118秒,样本服务,,4,1,3,2,3,2,3,4,4,4,4,3,3,2,2,1,1,2,3,2,1,1,51,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,14,22,8,7
196,2019/12/4 12:16:20,284秒,样本服务,,2,1,2,2,1,2,3,3,2,3,4,3,2,1,1,2,1,2,2,3,2,1,43,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,11,17,7,8
197,2019/12/4 12:17:50,257秒,样本服务,,1,4,2,3,4,3,2,4,4,2,4,3,4,3,4,4,2,4,1,4,3,4,68,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,18,21,17,12
198,2019/12/4 12:18:47,117秒,样本服务,,5,3,4,3,4,3,3,3,4,3,2,3,4,3,3,4,3,3,2,3,3,4,67,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,19,16,12
199,2019/12/4 12:18:47,148秒,样本服务,,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,57,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,16,18,14,9
200,2019/12/4 12:20:39,635秒,样本服务,,5,3,4,4,3,3,3,4,4,4,2,3,3,4,3,3,2,3,3,4,3,2,67,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,20,15,12
201,2019/12/4 12:23:25,249秒,样本服务,,3,4,2,3,4,3,1,4,3,2,4,3,3,1,2,1,2,3,3,4,1,3,56,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,17,19,9,11
202,2019/12/4 12:43:52,127秒,样本服务,,4,2,3,2,3,3,3,4,3,2,3,4,3,2,3,3,2,4,3,3,2,3,60,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,16,19,14,11
203,2019/12/4 13:00:55,10874秒,样本服务,,2,2,4,2,2,4,3,4,3,4,2,3,4,3,3,4,1,3,1,4,2,2,60,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,17,20,14,9
204,2019/12/4 13:01:42,4004秒,样本服务,,2,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,3,73,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,21,21,18,13
205,2019/12/4 13:03:00,6011秒,样本服务,,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,28,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,8,8,7,5
206,2019/12/4 16:56:00,165秒,样本服务,,4,2,3,4,2,3,4,3,4,2,4,3,2,1,4,2,3,2,3,4,1,2,58,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,18,18,12,10
207,2019/12/4 16:57:10,149秒,样本服务,,5,1,2,3,1,2,4,3,2,1,4,3,4,2,1,3,1,1,3,4,2,1,48,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,13,17,8,10
208,2019/12/4 16:59:17,193秒,样本服务,,3,4,2,1,4,2,3,4,4,3,2,1,4,1,2,1,2,1,4,2,1,2,50,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,16,18,7,9
209,2019/12/4 17:00:04,142秒,样本服务,,4,2,3,2,3,4,3,3,4,4,4,2,3,1,3,4,3,2,1,2,3,2,58,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,17,20,13,8
210,2019/12/4 17:04:48,135秒,样本服务,,2,3,1,2,2,3,3,4,4,3,3,2,4,3,3,3,2,2,2,3,3,3,58,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,14,20,13,11
211,2019/12/4 17:05:33,204秒,样本服务,,5,2,3,2,3,3,4,4,4,4,3,3,3,2,2,3,1,2,2,3,2,3,58,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,17,21,10,10
212,2019/12/4 17:05:42,118秒,样本服务,,1,1,2,1,1,1,2,2,1,2,3,1,2,1,2,1,1,2,1,2,1,1,31,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,8,11,7,5
213,2019/12/4 17:06:03,138秒,样本服务,,3,4,3,4,4,3,4,3,4,3,4,3,4,3,2,3,2,4,3,3,4,3,70,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,22,21,14,13
214,2019/12/4 17:06:21,116秒,样本服务,,5,3,4,3,3,3,3,4,4,3,4,4,4,3,2,2,1,1,1,2,1,2,57,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,19,23,9,6
215,2019/12/4 17:08:25,238秒,样本服务,,4,2,2,1,1,1,2,3,1,3,4,1,2,2,3,2,1,1,3,3,1,1,40,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,9,14,9,8
