歌曲ID,歌单标题,创建者昵称,创建者id,介绍,歌曲数量,播放量,添加到播放列表次数,分享次数,评论数
5457850531,【Beat\说唱伴奏】国内顶级制作团队,Wavy_Zy,334814056,介绍：	#WavyGround音乐制作团队	工作邮箱：wavyground@163.com		,65,533780,2844,22,13
6860276141,Y2K千禧少女|亚b二次元NewWave说唱,库洛米战士耿鬼,1341522834,介绍：	亚文化形象推广大使	,54,425026,4668,363,38
2838053441,中国牛逼的Emo Rap,MISTERK_,339436039,介绍：	这个歌单收录了我认为国内很厉害的Emo rap，每一首情绪都很到位	,130,798267,10193,198,157
5233739845,说唱新世代rapper的神仙歌歌♪,莳落之月,1548497972,介绍：	（封面图源 微博：爆炒-肾花）		说唱新世代 贞太好看啦！！!		一些自语:		有没有那一首歌 能把你伤口唱愈合？	有没有一句词会让你想要坚持？		我我…也不想在我20岁的时候就死去	我也想可以早点早点 脱去拖...	,276,6684123,111105,945,335
6600201291,甜味rap|情歌专场,dazzd,381977701,介绍：	上榜请私信	,16,140975,3482,3572,332
6938699615,情绪容器｜孤独像发烧，在寂静时最盛,原创君,201586,介绍：	烈日被云遮挡	荒漠在风的召唤下	泛起银色的波浪	异常温柔	偶尔散漫	人们总说——“明天会更好”	不信你看	连撒哈拉都下雨了	一切都会好起来		/封面源自网络	,49,141076,750,16,16
6919282294,Hip-hop | 又拽又酷的小姐姐歌单,WUlian_M,363927481,介绍：	——想要尝试辣妹拽姐不要错过——	,50,114343,1464,21,5
7044818471,灵魂伴侣姜云升,她比我难得,1940393155,介绍：	不要死，不要死，死了就结束了，或者就还有希望，活着就会好起来，不要死也不要孤独的活，说现在孤独，没事，以后就不会孤独，每个人都有选择的权力，不哭哦，你也很强的，晚安	,131,2115,190,3,评论
6652891128,Boombap beat丨说唱伴奏丨高质量伴奏,一个EDA,374150187,介绍：	只收录boombap beat持续更新	欢迎制作人投稿，高质量优先	投稿要:求一人一次最多2个伴奏	Respect所有Beat Maker		不在乎数量，严选高质量伴奏	不是所有的boombapbeat歌单都是高质量	,30,51297,2720,3,4
5303522451,旋律超好听的说唱伴奏【Rap Beat】,泡沫_sn428,346783053,介绍：	岁月为我大浪淘沙，而你被留下	,96,771883,4971,1605,10
7099645112,2021网易云音乐中文说唱年度推荐入围名单,云音乐说唱专区,3856379473,介绍：	详细名单见：https://music.163.com/#/topic?id=53229797	,86,33544,311,6,7
6840490074,唇枪舌剑rapper们的另一面|走心中文说唱,苏方一杰,335703712,介绍：	rapper们的专辑里总是喜欢把自己最硬汉的那一面展现给大家，那他们就没有浪漫柔面了吗?...当然会有，但是他们只会把这一面展现给最懂自己的听众...	,47,500785,7782,2954,29
5455548812,Hippop╳JazzHippop,putridus,368100309,介绍：	JazzHippopㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ...	,41,6319,408,0,评论
2639934437,R & B 说 唱 两 不 误,我去捉星星,1346419863,介绍：	不专业，都是自己喜欢听的。	同时也欢迎推歌，分享宝藏歌曲	,1138,176549,1998,24,40
6718652523,Rap | 说唱热门推荐,Yuas19,269705954,介绍：	评论1W+的说唱单曲（持续收录）	,54,423812,3188,41,8
2689902290,♥︎ 超 甜 rap 想 和 你 坠 入 爱 河 ♥︎,站在月亮上的少女,401377310,介绍：	甜甜的恋爱很快就会轮到你啦	,69,6646078,85315,936,221
2623526205,灵魂伴侣姜云升,赴锦程,1513036920,介绍：	“喜欢姜云升就是同龄的女孩子喜欢的男生在球场挥洒汗水而我的男孩在地下八英里诉说他的曾经”		-	关于姜云升		个人	1.1996年出生阳历6月1日阴历四月十六双子座	2.云南昆明人	3.是Battle MC	4.拥有道士证的...	,57,770253,20850,261,164
2240792884,中文说唱排行榜（评论1.5w+,bDTh_,20566401,介绍：	倒序，不定期整理，缺杰伦	,265,1602674,21957,92,66
6687775611,欧美经典rap,.节奏你就跪了,大大大大大大大桃,70419885,介绍：	最嘻哈的欧美歌曲，请你跟上节奏好吗	,40,7693,351,0,评论
5020209887,rap精选｜你想要的punchline都在这里,一个男同学-Anthony,291600970,介绍：	孤勇和热血都在这里	丧的时候别灰心	美梦的app会开启独家限免	美梦总会成真	,118,745183,9416,102,42
2952963929,小鬼王琳凯唱歌合集,Luan鬼夫人,1398383841,介绍：	关于小鬼王琳凯的歌单	,33,124868,1067,4,评论
3019444071,new wave 的风暴,小羊怡莱文,1546501412,介绍：	带点二次元 带点摇滚	,746,66136,1390,42,26
5333154711,小众说唱/中文/宝藏/单曲循环,偷偷的叹了口气,1590851653,介绍：	“嘻哈的牛逼不在于词儿有多脏，不在于beats多燃，而在于作为一种音乐载体，传达了创作者怎样的思考内容，又给予听众怎样的力量。在这一点上，它和民谣、摇滚、诗歌、甚至散文，殊途同归”		———————...	,119,135104,1338,56,15
5145917131,小众宝藏Rap也请你听好！,帅的SHT,453821182,介绍：	收录的都是我和我朋友们的歌	虽然不一定符合你的胃口	但还是期待能有更多人听到！！！	,34,126439,1082,7,8
6901190420,前奏打动人心的说唱伴奏,RONIN-MUSIC,5011035536,介绍：	“对现在的你半无好感	  对以前的你又恋恋不忘	  毕竟你在我的回忆里曾拿过满分”	,42,201657,3576,6,1
6918157634,『旋律说唱』藏不住的甜蜜与心动,小软溪,1418990258,介绍：	我不是你第一个喜欢的人	不是你第一个牵手拥抱亲吻的人	但我希望我可以是	你遇到痛苦第一个想倾诉的人	遇到快乐第一个想分享的人	遇到挫折第一个想要依靠的人	我可以是你今生第一个相伴到老的人	,33,489794,745,3,评论
6590733655,尽情享受说唱rap的乐趣,银河系distance,3894361304,介绍：	rap联盟，欢迎加入	,81,632472,4307,108,1
6711154346,2021MDSK广州押题,lami28,333068913,介绍：	正式考卷已出 看主页歌单	,78,8129,119,15,7
5288378050,|说唱伴奏|RapBeat|免费说唱Beat|Free,Youngkilla_Offcial,1510196809,介绍：	进来的朋友麻烦点一下收藏，收集一些free 高质量beat 投稿看质量收入	合作联系：prod_killa	,118,354529,3523,16851,9
6925599784,James Harden Taste,Lucy要记得练歌呀,531145777,介绍：	整理了哈登在Spotify上的歌单	,9,5735,381,1,7
6757826081,《速度与激情9 》F9 Fast 电影原声BGM～,村里一支小黑黑,87718277,介绍：	F9 Fast & Furious	《速度与激情9》中国首映	造型特异的超跑	火辣妖娆的美女	轰鸣的马达声配合节奏感超强的rap~	wow！每次都能让人心血澎湃！！！	跟我一起感受电影原声的震撼吧	,14,36538,222,10,2
5206444057,说唱新世代 『同步更新』,AzR_Teli,324376244,介绍：	《说唱新世代》是哔哩哔哩出品的说唱音乐类节目，节目将汇聚来自全国各地的 rapper，齐聚“说唱基地”。他们将通过层层公演考核，以音乐创作和竞演表现，决出代表新世代发声的“世代表达者”。		节目由黄子...	,134,2011250,25413,123,38
5023150632,Free Beat-高质量免费伴奏/Rap Beat/持更,MoonVibeBeatz,1451445211,介绍：	MoonVibe Beatz 生产的Free Beat歌单	欢迎大家来品尝	,130,781895,16150,9775,210
2332480013,『J-HipHop』日语说唱精选集,Rootskool,558975871,介绍：	药品名称：J-HipHop		译名/昵称：日语说唱		药品类型：Old School Rap /Hardcore Rap/Jazz Rap 等		药品作用:专治各种不服！		药品简介：网易云没有版权未加入，纯属个人花费大量时间主观精选，其中包含部...	,571,316569,8247,103,154
5267519223,Emo伤感说唱 | 你不应该离开我,一片孤叶行舟,1920909079,介绍：	最难熬的那天晚上，是我自己渡过	,48,645727,3744,616,20
6804462348,“rap 讲情话 悸动的感觉.”,pp稀饭章鱼哥,3295194610,介绍：	甜甜的恋爱只和你谈	,216,31523,311,9,11
5196789761,说唱新世代收录,-Yuuki,285765168,介绍：	这里收录节目里在网易云有版权的单曲，持续更新	,39,110135,1683,7,6
6746162753,TRAP BEAT | 顶级808轰炸机 | Rap Beat,说唱少女101,3372680209,介绍：	感受Trapbeat的低音轰鸣声	,55,46400,363,1,4
6811269875,燕尾服已经在身上焊死了,失绵眠羊_,1824441019,介绍：	高级的品味 高级的人生	,20,262066,4937,40,37
6755056846,「中文说唱」因你而在的梦,理想星野,343511029,介绍：	” 要做一个让人清醒的梦	而不是沉溺其中“	--因你而在的梦	,50,3144,82,0,评论
5298900670,【伤感伴奏＆RAP BEATS】你的故事写完了吗,FRESH_ye,379202005,介绍：	希望你能喜欢	,82,319891,1843,13,2
6993986864,欧美黑怕 | 街头，态度，自由再到格莱美,马可波罗堡-,4970468530,介绍：	总有人会问 黑怕到底是什么？街头？涂鸦？自由？真实？说想说的话，做想做的事，那么这些对吗？	,78,123907,2233,220,1
6600113633,情话Rap|撩人心律,dazzd,381977701,介绍：	上榜请私信	,17,1078043,3317,3612,328
6914226430,伤感情歌 | 上一次放声大哭是为了你,mcgl41,5068666252,介绍：	突然想找你聊天 打开窗口 突然发现上次结尾是我 你没有回 欲言又止	,116,753919,11041,258,30
3174700215,艾克【真实伤害】专用歌单,独爱她伊人也,592663915,介绍：	时间不在于你拥有多少而是在于如何使用		鉴于真实伤害艾克皮肤是说唱歌手，所以本歌单全是说唱		不喜勿喷	,20,114028,1411,9,12
4858871853,88rising⬆【最全收录】,ASHLEY-ZLX,544634760,介绍：	持续上升的88昇	,540,527363,12286,111,42
5303491409,♥︎Rap Beat♥︎ | 说唱伴奏,泡沫_sn428,346783053,介绍：	四季有春春有朝晨，朝晨有你方显珍贵	,81,457231,2006,1211,5
5447790171,日新粤异，白话说唱Stand Up！,蜜糖男孩,1650191296,介绍：	方言说唱一直是国内Underground中的Underground。粤语韵脚的说唱歌曲，会有如何的别样风味？点开听听看。本歌单持续收录粤语说唱作品。	,43,640402,4318,80,30
6900963465,〔Rap〕姜云升/法老/马思唯/沙一汀/…,睡着了嘛ovo,1866830369,介绍：	是rap又不全是rap	封面：微博@小熊一閑	,130,1993,53,2,评论
6611290575,悲伤隔离（说唱）,JUSTICEK,3247907698,介绍：	杨和苏 李佳隆 刘聪 李尔新 TY 队长	福克斯 弹壳 咖啡壶 ice paper 功夫胖 	法老 马师 JonyJ 小老虎 TT	姜云升 夏之禹 满舒克 	王以太 小青龙 龍胆紫	,190,8008,76,0,评论
6666792750,Trap 欧美 TikTok | 拽姐辣妹炸街必备,Vic2Riaaa,1512156554,介绍：	I'M SO FANCY！！！		封面：Bella Hadid/Kendall Jenner（首字母排序不分先后）	不定时更新，我爱拽姐	2020.12.9	,113,25404,350,4,1
3019716374,【欧美说唱歌单】英文说唱欧美hiphop精选,kyrielong8,1626721546,介绍：	国外说唱合集，好音乐总会被你听到	,100,56669,956,16,3
5305630660,旋律说唱｜余音绕梁，三日不绝,香蕉之城,415271837,介绍：	这些中文说唱，旋律优美，可以让你单曲循环到停不下来	,25,5702,2353,0,1
4933201498,rapper唱情歌 | 高能雷达☢,小何_jian,1809901923,介绍：	欢迎友友们来到我的歌单～	正常一天一更，偶尔也会俩天一更啦（就是懒）	本歌单收录歌曲，发私信给我们，都会在当天回复哦～		收录歌曲的要求：必须是关于这个歌单标题的，并且是亲自收听，如果可以的话就...	,238,6238542,83164,738,177
2893565237,Mercy膜老师,请叫我鲤姐,280145110,介绍：	小破站：请叫我鲤姐 Mercy20年直播录播	稍微给自己引流一下 哥们儿 * v *	,67,174584,659,3,15
5452076663,【Free Beat】优质免费伴奏收录,沉默旅人x,378343739,介绍：	每日更新优质Free Beat 投稿请私信 使用伴奏请遵守Beatmaker的规定	,691,605038,2505,30,65
5352352441,CHILL【说唱伴奏】丨 FREE BEAT,认得你姓邱,1664889071,介绍：	喜欢歌单的话，记得关注我，不间断更新，需投稿私聊	,495,5807,63,1,评论
6723502234,很屌的trap,_Yohan,254493389,介绍：	感谢收藏，这里都是你想要的		,142,1983721,26939,197,77
6611168504,这里有你喜欢的欧美嗓音,Zxy在向下扎根,443546368,介绍：	RAP是美国黑人音乐中的重要组成部分，是街头文化的主要基调，是世界流行音乐中的一块“黑色巧克力”。精心收集了欧美流行说唱，好听的RAP让你一次听个够。	,34,175000,6893,2755,1
6720958280,顶级新浪潮NEW WAVE说唱伴奏/Rap Beat,说唱少女101,3372680209,介绍：	新浪潮 新开始	,50,13652,219,0,评论
4968558616,甜度微醺rap——趁着醉意和你讲浪漫和爱,Pink锐崽崽o,2080728740,介绍：	你站在万众瞩目的台上	我在人群中看着你	只有我知道	你虽然穿着正装	却穿着小熊袜子	带着我的发绳.	欢迎投稿	,412,422098,4995,54,15
5203314824,好听到爆的 | 中文rap,圈圈的呆子,430376515,介绍：	国内一些不错的rap，每一首都好听	你有不错的歌曲，也可以加进歌单	共同维护这个歌单	,46,1235023,13577,874,20
6843512001,NBA2k22 Soundtrack原声带,BigRed6,57813490,介绍：	持续更新中…	,78,36055,661,14,18
6605657123,无 心 睡 眠,IKAYKAI,1326649492,介绍：	不知道你睡没睡 反正我是睡不着了	,37,627180,5685,2176,5
6797304497,"FREE INSTRUMENT"免费伴奏|DAWN MUSIC出品,DAWN-MUSIC,3724974052,介绍：	DAWN MUSIC FREE BEAT CATALOGUE免费伴奏集锦	关注DAWN MUSIC并在歌曲下方评论获得使用权，	具体使用方法请参照歌词及评论区	禁止盈利/商用或视频用途/付费下载	已注册知识版权，侵权必究。	,55,30339,848,205,评论
6719150547,[Free Beat]高质量伴奏/错过了就等着后悔吧,GOAT_WomboCombo,300059528,介绍：	收录各种高质量说唱伴奏，风格不限，适合你的就在里面///投稿请私信～	,93,109177,1836,4,3
6623356790,谁说夜店才有party⚡️,舰长_L,569343984,介绍：	说唱中的炸裂节奏与鼓点	戴上耳机蹦迪吧	,41,1498503,21787,25,6
2375682880,超甜的情歌rap❤,Lil-Harley-Tao,374462440,介绍：	和你一起，好希望时间过慢点再慢点，最好度日如年，开车都不知觉的变慢	,328,67186,650,8,4
7001346359,Rangsiz | Lawlima Janim|Nari|Azgan Yurak,撒伊甫sayif-mg,1502276945,介绍：	ragsiz维语歌曲		Jawabim Yok		Rangsiz Manzil（丝绸之路之声）		Rangsiz Balo		Man Amas		Boldi Emdi		San Menig		Ketting		Azgan Yurak		Gul bilan nur		nari		Beralmisag		Lawlima Janim		Gulum Yar		M...	,36,3161,18,0,评论
6600217507,甜味Rap|甜到你心里,dazzd,381977701,介绍：	上榜请私信	,16,230986,3335,3562,1
2155383482,正宗好货 | 请打开随机播放收听,3岁不是坏男孩,599886480,介绍：	纯正好货哈（持续更新）	歌单前三位可能会有推广，请理解	喜欢的请收藏关注一波，谢谢啦	也欢迎大家投稿	,583,1969646,36178,546,313
2875321368,Trap Rap R&B 杂…」,Krixx_,427713737,介绍：	杂（仅个人喜好）	,575,7268889,134165,1574,484
6977031912,下架说唱:下架说唱,炬_猩,1454509143,介绍：	持续更！下架加没版权…欢迎投稿……	,138,459050,11236,246,138
6600156315,甜蜜情歌|rap类,dazzd,381977701,介绍：	上榜请私信	,18,363277,3360,3617,344
5280347741,Rap beat| 说唱伴奏| 单曲循环,妮妮是个小孩子,2142297440,介绍：	已经被生活的不如意喂饱了	,76,318346,1770,935,1
4898716867,超级抓耳的旋律说唱.✨,LzIoYY,1738695704,介绍：	“天底下的温柔有十分，八分在神爱世人。”	“她呢？”	“她是一面湖水，她是温柔本身。”	,96,764390,11302,76,13
6957928543,欧美说唱rap,周生sheng_,1360703008,介绍：	rap是一种有节奏地说话的特殊唱歌形式，发源于纽约贫困黑人聚居区，后来成为20世纪70年代兴起的嘻哈文化中的主要元素。 作为表演艺术，rap注重词（content）、腔（flow）、吐（delivery）。作为音乐风格，...	,553,1846,19,0,1
6805388261,‖那个被挑中的饶舌对象,私敎,1622972713,介绍：		巴山楚水凄凉地 responsibility	,446,7911,138,1,1
5162517329,【免费走心说唱伴奏/FREE BEATS】『原创』,FRESH_ye,379202005,介绍：	走心的beats，希望你能写出最好听的歌！	,249,597818,4543,185,16
6813189503,姜云升升升 将匀升,Tases_Sir,1394287574,介绍：	姜哥的说唱合集...	将匀升..................................	持续更新中.....	谢谢大家喜欢！	,82,5492,209,5,5
2280539797,鬼卞／拿着五险一金的rapper,Meerkat_7,533863657,介绍：	双重身份	双面人生	的	鬼老师	,79,470499,7326,68,63
4897763411,s1mple直播歌单,Sedhm3t,563463809,介绍：	y u bully me u fuking 817ch		封面为s1mple Steam头像	,407,151828,2165,35,65
6672624203,小鬼/姜云升/马思唯/法老/乃万Rapper已到场,风水轮流转到我了,1517065126,介绍：	我 他 媽 不 想 仗 劍 走 天 涯 了	我 想 照 顧 妳 啊 ！	,162,5496250,83950,709,369
6945850699,【RAP】甜甜的戀愛循環,Cast-Off-Music3,4987484153,介绍：	戀愛循環播放，一直在循环播放。	,28,122579,2122,216,5
6684402732,灵 魂 无 趣,柔劫,358496707,介绍：	总有神明会带着星光成为你的救赎	,52,35551,7094,0,评论
6896421280,说唱听我的第二季//2021持续更新,氛围感帅哥19,371899274,介绍：	说唱听我的ganggang	,560,7151,32,0,评论
6871076831,Xigga万文妍,奈某i,1747900745,介绍：	西瓜西瓜西瓜西瓜西瓜	,22,5156,38,1,评论
5016011541,【更新】粤语说唱/广东/香港/澳门/南方力量,StrawberryGirlHK,1692548947,介绍：	這是來自中國南方的聲音，願稱之爲中國的South Rap，通過説唱讓更多朋友了解整個華南地區乃至整個南中國還存在著這一群熱愛説唱的rapper，通過他們的作品來表達出親情，友情，個人故事等等，喜歡粵語説唱的...	,149,309169,9652,30,21
6901004184,江湖系中国风说唱伴奏【RAP BEATS】,RONIN-MUSIC,5011035536,介绍：	人再怎么苦里熬，	不应当忘记谦和与傲骨。	,35,87371,3577,1,2
6843919762,「中文Trap」国语终极flow极品私藏,献给莉莉的玫瑰,1430992951,介绍：	多少年来我们苦练发音和文法，现在全世界都听中文hip-hop！	,25,172706,932,9,7
6586388888,将你喂饱的情歌｜旋律说唱,Wi9恶梦,584206008,介绍：	要和rapper谈恋爱？要和rapper谈恋爱！	,124,420876,6164,161,29
6607570431,制造浪漫|情歌rap,dazzd,381977701,介绍：	上榜请私信	,15,133361,760,1039,评论
6856989327,弹壳/K9999,CHAELIN_李彩麟,566464495,介绍：	弹壳/K9999	本名刘嘉裕	1992年生于广东汕头	曾就读于西安音乐学院电子音乐工程专业	优秀的说唱歌手和Hip-Hop音乐制作人、推广人	09年开始接触说唱音乐	凭借自身出色的天赋和努力	成为中国说唱New Schoal领...	,22,31040,92,0,4
6874870052,Ballstudio‖美式艺术,Jiu9Yo,602203026,介绍：	运球节奏控/全场carry/美式训练/美式集锦/专用#空位＃分位＃小前＃四分卫＃防守尖峰＃通用 音响耳机都建议教堂模式 不定时更新ing It never be closed	,109,2934,52,3,5
6885360017,【情歌rap】想和你陷入浪漫的无限循环,少女的喜欢_,3277385997,介绍：	这个世界	我最偏心你	我的糖都给你	我会给你全部我的温柔	,70,228180,894,5,评论
7039325479,旋律走心说唱｜温柔感人,王子赤赤_,1613767734,介绍：	这张歌单收集了既走心又好听的国内说唱歌曲	,97,68215,4099,234,评论
5470321779,不 是 我 不 爱 你,蓝月亮的星,4007056337,介绍：	谈什么诗和远方，我只想和你儿女情长	,53,106783,2357,10,3
2842207383,Cardi B 卡迪碧,Cardi_B,427582003,介绍：	小品演员/吃播博主Cardi B的副业说唱单曲精选集。	,78,1157594,10669,210,73
6910051653,高质量小众Rap｜人类高质量男性必听,饼饼今天学习了嘛,1685802164,介绍：	想要成为人类高质量品味吗？从点进这个歌单开始，已经成功一半了。	,38,213934,2858,231,50
4898227046,少年说唱企划2021（持更）,Rootskool,558975871,介绍：	《少年说唱企划》，仅限18到24岁年轻选手参与，今年节目将打造RapStar。通过成立说唱经纪公司，与业界知名且专业的合伙人共同开展、发掘、培养说唱新人。		“颠覆传统说唱歌手的成长路径，打造出属于Z世代...	,158,620527,7508,49,72
5352432756,那些好听到爆炸的说唱,我在等风吹回来,1414998861,介绍：	“你这么擅长安慰他人，一定度过了很多自己安慰自己的日子吧。”	,396,4982883,28035,316,223
2477863140,那些好听到爆炸的说唱啊,我没有熬夜,406730196,介绍：	我们都在奔赴各自不同的人生中忙碌.	,323,1882728,27742,215,109
7060856254,Digi Ghetto｜接轨国际的团队,Ariiiiii-,299399108,介绍：	Mac ova seas/thomeboydontkill/Asen/Mula Sakee/TOYOKI/KIV. 国内顶尖玩得很新很顶的说唱团队，个个都是狠人。不多bb，顶不顶不是我说了算，听了就知道. p.s 这个歌单里的歌仅仅是我个人喜欢的DG的歌，hx...	,53,2199,30,3,评论
3074040398,有些话该怎么对她说,谁改谁是狗儿子,1482813345,介绍：	在不确认两个人的关系之前，有很多话一直在心里默念着却始终说不出口，不知道要怎么样才能打破这僵持的局面，因为害怕未知，害怕失望。原本自信的人，在感情面前也变得迷失，会兴奋 紧张 开心 失落 想念 冷...	,24,171005,1724,351,4
6819888541,【丧系叙事说唱伴奏&Rap&Emo Beat】,FRESH_ye,379202005,介绍：	他们希望你快乐，却一直在强迫你；	他们希望你优秀，却一直在打击你；	他们希望你进步，却一直在阻碍你；	好像看似开明，其实不过是带着网格的牢笼，眼前全是光明，也皆是阻碍。	,53,264405,2365,10,2
6808527095,[宝藏歌单]国产精选Rap,Xejly,500022661,介绍：	中文说唱！最强意境		有推荐的评论歌曲，我会看	,52,5475,188,0,2
=932127816,关于恋爱说唱炒鸡甜的歌单(持续更新),可爱到人畜无害,451453324,介绍：	关于各种各样的甜甜歌单.	,239,587419,7842,98,58
4867926094,日语说唱丨来自东瀛Rapper的Swag态度,丨IIIIIIIIII丨,485543957,介绍：	“情绪是信念的投影”		有一种嘻哈叫“日式Hip-Hop”。 日本Hip-Hop并非是独立诞生与发展的，它与其它街头时尚、电影、漫画等形式的文化有着不可分割的关系。		很多rapper都像古时的诗人，他们用自己的眼睛...	,256,652640,15375,311,135
6850203020,亚克力枪枪的推荐｜考研的都听起来！,QQ音乐可以,1510099410,介绍：	根据枪枪视频的推荐整理的歌单。希望考研的同学都好好听听，咱们都像枪一样英语考八十多分。	,14,7730,182,3,10
5290830261,让你心动的说唱伴奏rap beat,ZiJianHan,271715824,介绍：	说唱是流行音乐的一种表现形式，是指有节奏地说话的特殊唱歌形式。发源于纽约贫困黑人聚居区。它以在机械的节奏声的背景下，快速地诉说一连串押韵的诗句为特征。	,44,100118,1681,2,2
5433612215,Rock star,應該愛愛我的人,2009221752,介绍：	Rock Rock Rock	,46,85233,1594,3,评论
5088720782,能让你“走路带风”的Rap,说唱HIPHOP,1338187188,介绍：	建议带上耳机调到最大声，注意安全	,34,78064,1858,12,18
6813153741,『超燃rap』行走的荷尔蒙，燃爆整个夏天,小软溪,1418990258,介绍：	请接收这一份热血说唱礼物，聆听有节奏地说话的特殊唱歌形式，感受下激情的澎湃的Rap。	,71,1931416,6433,39,16
6600146129,Rapper浪漫情歌,dazzd,381977701,介绍：	上榜请私信	,16,132714,3261,3556,632
5119940753,hiphop走进说唱,hiphop走进说唱,1522633347,介绍：	Hiphop带你走进纯正的说唱 ，挺胸、抬头、因为我们听黑怕 ，记得收藏歌单！！！！	,103,415101,3726,173,19
4961918294,匪帮说唱丨强劲鼓点痞气十足,孔圣爷,117674583,介绍：	欧美大佬们数次在嘻哈界独占鳌头的曲目，其中包含：硬核风格、西海岸风格、TR-808节奏鼓点风格、Trap陷阱说唱风格、freestyle风格、等等！	歌单不定时更新中......	,66,82831,1054,77,6
6869129948,僵尸姜云升歌加上beat,朗月路,1433981399,介绍：	姜云升最全歌单（确信），音质都是能听的	,128,4303,205,6,3
2730254333,极致燃烧的Flow暴力输出!,CATLXRD,1346499131,介绍：	这个歌单用于收藏我自己喜欢的歌	,508,167557,2874,117,7
6712857418,高甜预警！已被这些说唱甜晕了,一只喵喵喵星人,286427520,介绍：	全糖说唱，给你甜蜜暴击！		rapper嘴里不仅光diss，还有小蜜糖。		可恶阿，又想骗我谈恋爱。		-		华语 / 说唱 / 浪漫	,57,299458,2172,33,8
6909403350,100% 2Dboy,應該愛愛我的人,2009221752,介绍：	NEW WAVE / Trap / 旋律说唱 / 新浪潮 / NEW SCHOOL / ROCK / Lil peep / type/ 摇滚说唱 /	,232,786864,12280,4134,725
6786861840,社会学歌单|他们是勇敢的世代表达者,BabelBook,561892159,介绍：	本歌单收录的歌均是为社会事件发声，或者讨论社会议题的，说唱占比偏重。有些声音或许疼痛，但是我们不可以无视。	,67,105162,1953,31,71
5213031406,一起甜滋滋 | Rapper唱情歌 想给你快乐,原创君,201586,介绍：	感受短暂而漫长的心动	然后在律动里写进诗篇		rapper把情歌唱给你	想你快乐		封面来自网络	,41,618570,6635,134,82
5334699053,高质量情歌RaP,等到那个女孩了,1660006246,介绍：	适合随机播放	,504,62599,880,5,2
2077653899,多听一些说唱啦,小高不高ovo-,1355080563,介绍：	进来打开随机播放，都是一些自己的口味，白天嘻嘻哈哈，晚上是大emo怪，适合白天听！	,325,401984,3921,27,22
4874041866,日 落 前 愛 上 你 與 你 私 奔,你也早点睡ll,424165813,介绍：	喜歡在人潮中你只屬於我的那畫面	,95,32355,277,0,评论
7123230501,那些超有节奏的说唱，一听就上瘾,东西南北奔东西,6342145970,介绍：	追求的节奏就在这里，快来听听吧	,67,1015861,10093,1,1
5317601347,厂牌精选 | 丹镇北京,云音乐说唱专区,3856379473,介绍：	丹镇北京	创建年份：2016	代表人物：黄硕，梁维嘉，斯维特等	音乐风格：说唱	总部：北京		感谢pgLang对本歌单提供的帮助	,46,135973,1888,14,14
6686172459,2021 XXL Freshman 投票名单✈️✈️✈️,云音乐说唱专区,3856379473,介绍：	歌单收录了XXL杂志评选2021年Freshman的所有入选投票环节的歌手，快来看看今年到底有哪些值得期待的新人吧~		Ps.第39位实际入选的是组合AG Club的成员Jody Fontaine，由于目前还没有Solo作品故放上了组合的...	,99,31931,327,2,7
5075473721,『NEW WAVE』国内顶级旋律说唱伴奏Beat,Xxankid,117890011,介绍：	近年来全球大趋势流行的旋律说唱在国内正在逐渐成为主流。而在国内有这样一群制作人：坚持制作着这些还属于小众风格的说唱伴奏。其中不乏很专业以及异常优秀的newwave beat，本歌单只收藏国内制作精良的旋...	,435,33468,551,6,4
2874647377,旋律说唱 | 甜度超标°,LUVEO,1605343820,介绍：	封面：《废柴狐阿桔》	,127,4713146,64074,809,143
5467058548,‹ʙᴇᴀᴛ› 倚栏听风雨 无关风与月,CreepyCreepyCreepy,396664333,介绍：	倚栏听风雨 无关风与月	,62,255001,554,518,评论
7101806600,【Rap】最新中文说唱歌单 持续更新,-甜饼怪BABE-,484356241,介绍：	外面的声音都是参考 你不开心就不要参考	可接投稿请私信	,130,66249,7993,2,评论
6680948662,只 穿 假 的 N I K E,Chillboigotit,532631661,介绍：	N I K E S B	,57,1506032,2402,660,14
6890743361,姜云升即是热度.,姜肆__,3463368086,介绍：	姜云升散落的歌曲以及未散落的歌曲。很全.如果有我漏掉的歌曲记得私信我 且听且珍惜。	,83,1645,68,9,3
5288212738,华语说唱丨行云流水的flow浮流耳道,陈北及,3432498,介绍：	封面：果拿拿		嘻哈文化历史虽然短暂，却在全世界影响了几个世代，嘻哈说唱在这几年的华语乐坛也蔚为风潮，再加上综艺节目的加持，成为市场主流，不论喜不喜爱，你或多或少都听过那快嘴饶舌。		很多人都说...	,63,169254,1188,36,8
6749714143,挖掘宝藏｜好听不火的宝物,putridus,368100309,介绍：	收集外国好听但不火的好歌	(收录时网易评论未破300+)	各类音乐都有，建议随机播放	,51,5143,144,31,1
